Unnamed: 0,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,review_length,sentiment
279,AG5RAVN4WSXXJ,B00000DMA8,Crash999 a PC and XBox gamer,"[0, 1]","Unless you intend to cheat and mod the game don't waste your money.Uneven gameplay,and few options plague this game,it is also way too short even at this reduced price.Spend your money on a game,just not this one.Hope this helps,I hate to have games collecting dust,but this is one of those and I own about 50 recent games so I know what's what.",0.0,Tiberian DUD,1010620800,"01 10, 2002",345,negative
281,A16ZUZ0NQRSMEF,B00000DMA8,Les 456,"[0, 8]",I thought Red Alert was a pretty fun game. This was just a clone of red alert though. The people that make C&amp;C need to come up with some more ideas. All the C&amp;C games are exactly the same. I didn't like Red Alert to start with so Tiberian Sun has to be worse.,0.0,I like it less than Red Alert,1049673600,"04 7, 2003",267,negative
282,A1C9BHKF30GZZJ,B00000DMA8,Marc,"[0, 1]","All right, the graphics are nice and the terrain damage is something new, but that doesn't make up for the gameplay, which could be summed up in one word:SLOW.Skirmishes take a real long time to get going; I mean, at least a half an hour before you can get a sizeable force. And then what do you find yourself doing? Protecting your base with them, and attacking with missle launches. I'm dead serious, the only way to attack is with missle launches. To attack with your men (Especially tanks) takes like ten minutes to even get to the enemy base!That being said, the multiplayer is a total waste of time. If the person your playing saves you the trouble of teching and attacks you early on with engineers, consider yourself lucky. Don't get caught up in a 3 hour game that is just about to be resolved, when you or your opponent loses his/her connection. And don't consider engineering a cheap way to attack, it's the only way anyone attacks...THe campaign is allright I guess, if you can stand the poor gameplay to get from cutscene to cutscene (Which aren't as good as Red Alerts were)..... Come on, you can't tell me NOD doesn't have a huge advantage over GDI. They do.Let's hope Kane bites the dust soon, before the C&amp;C series turns as twisted as &quot;The Forgotten&quot;.",1.0,*Your Connection to Westwood Online has been lost*,984700800,"03 16, 2001",1282,negative
283,AL8QVSCIGU174,B00000DMA8,"Mike L. ""GodOThndr""","[1, 1]","Unfortunately this game is just a hodge-podge of elements from the other games.  There are some interesting new units, and I did enjoy the much larger maps.  My biggest complaint is that it is so short.  You are just getting to use some of the more advanced units and the game is over.  You never get the big final battle like at the end of the last two incarnations.  This is by far the shortest game of the bunch.  I finished each side's campaign over the course of three nights, about 9-12 hours of game play.",2.0,More of the same,1001548800,"09 27, 2001",512,negative
298,A2S77X6WGWWUP7,B00000DMAA,Larry Craven,"[0, 0]","The game works well on you computer.  I downloaded it from SqaureEnix and love it. I could not download this copy, however since I have Windows 8 and could not find any type of patch for the midi files.  Someone of better computer experience may be able to do it.",2.0,I couldn't download it.,1379635200,"09 20, 2013",263,negative
301,A2GR16E8SMWUCF,B00000DMAA,"R. Curtis ""Ronna A. Curtis""","[0, 0]",It is a fun game the first time around and it still is; having some problems with the movies running on my computer.Ronna C.,2.0,Fun!,1352505600,"11 10, 2012",124,negative
312,A3N1V8LIFT0RU6,B00000DMAD,"""guybrush1""","[4, 74]","the game's okay, although i don't think making the charactersin 3d was a very good idea, plus at some points game gets outrightboring,and all the main characters smoke...  although the game will crash sometimes, and it might get stuck, overall, the game is pretty much okay if you don't count crashes and how the characters act and look...  END",0.0,I didn't like the game:believe it or not,954806400,"04 4, 2000",344,negative
321,AKBH21PTTCWVJ,B00000DMAE,D. Bass,"[1, 15]","I found Half-Life to be somewhat interesting, although it started to run thin by the ending levels. Not many of the levels were amazing, either. Just long hallways, small rooms, and an occasional elevator shaft that you  climb up. I like 3D games that let you be outside, looking over vast plains  of enemies and obstacles. Half-Life just didn't cut it in this  arena.Another thing that I found most disturbing was the extreme  gore/violence that is present throughout the game. When your science  project goes wrong, you walk out to find a scientist lying on the ground  with about 10 gallons of blood spread all over the walls and floor! Were  the programmers just trying to be sick here or what? When you reach the  levels in which you begin to fight the army grunts (who are the best  enemies), it gets even more grotesque. If you let off an entire clip of  bullets at one guy, expect to see a wall covered with blood. Sure, you can  turn it off, but it does very little good. The blood is still very  disturbing. This is one aspect of the game that is extremely unacceptable.  I am not a parent saying this, either, I'm a teenager.Aside from the  violence and lack of interesting levels, the game is pretty much void of  any lasting qualities. If you want a weekend of pure hell (both keeping you  stuck to your computer and grossing you out entirely) then buy this game.  Otherwise, don't bother.",0.0,A disturbing game to say the least!,949017600,"01 28, 2000",1402,negative
325,A16WKPOSEGQC3Y,B00000DMAE,"Nanohead ""nanohead""","[2, 11]","Maybe its me, but Half Life is too crude to be an engaging play.  Been meaning to play it for years, but never got to it.  I played Half Life 2 first, and that is simply the best experience in gameing I've ever had.  It is brilliant.  I can see how 2 is a derivative and continuation of 1.But after a few hours, I simply could not take the constant jumping/missing/dying.  And the totally totally obscure paths through each scene.  The long passages with no health.  The obscure mazes and constant times of being squished.  After a while, I became so frustrated I simply stopped playing the game.There were some jump/fall/sqish episodes where replayed the silly jump part over 100 times.  I think that the playability is dated, just like the graphics.  The peculiar movement, where you always run, and have to press shift just to walk and not fall or overshoot where you're trying to get to, is simply not a current way to control movement.All in all, a charming prequel to the best game ever.  I'm sure this game was truly groundbreaking 7-8 years ago when it first shipped.  But by today's standards, its not for me at least.  I cannot wait for more from Valve, as they are fantastic.  But this one, I'll pass forever",2.0,"Too frustrating for me, interesting, but not fun.  Half life is past its half life",1129852800,"10 21, 2005",1219,negative
336,A38TA13FXZC7V0,B00000DMAM,"Blake Watson ""===Blake===""","[0, 1]","Well, that's what CGW editor Jeff Green called &quot;Unreal&quot;. After playing it, I'm inclined to agree. It incorporates (on a small scale) elements of adventure games, which slows down the first-person action  without actually adding much weight to the alleged story. It does look  nice, though, at least for a 1997 era game.",2.0,Myst for the Testosterone Set?,957830400,"05 9, 2000",329,negative
337,A3KMOEVKYDKEY7,B00000DMAM,G. Long,"[0, 1]","This has to be the most detailed and beautifully rendered game ever made.  The monsters look real, the weapons look sleek, and the animation is very realistic, with no jerkiness.  Unfortunately, this game requires totally  unreal system requirements!  Anything less than a PentiumII/300MHz  processor runs like garbage unless everything is turned down, and, well,  there goes the graphics!  This game was the chief reason for my system  being upgraded!  Also, remember the sleek weapons I described?  Well,  they're sleek, but that's it.  For crying out loud, it takes THREE HITS  with a ROCKET LAUNCHER to kill one of the BASIC enemies (the Skaarj).  There's no bang to them at all!  Plus, another good thing about Unreal is  the multiplayer games where you can play against computer-controlled  opponents (bots).  Sounds good, right?  Wrong.  Unless you put the skill  level down nearly all the way, simply aiming a gun at the bot will cause it  to zig-zag in a way that is impossible to hit, all while shooting at you  with godlike aim!  Other than the steep system requirements, the  difficulty of the bots, and the bangless weapons, the game is very good and  highly customizable for all those hackers and map makers out there.  You'll  get your money's worth, but I hope you're good at strafing while shooting,  otherwise you'll NEVER win!",2.0,Unreal requirements!,953337600,"03 18, 2000",1345,negative
